variety,defect_type,length_mm,width_mm,aspect_ratio,area_mm2,circularity,solidity,eccentricity,rg_ratio,rb_ratio,gb_ratio,norm_s,quality_grade
ir64,whole,5.401,1.838,2.939,7.797,0.7363,0.8613,0.6609,1.0504,1.3922,1.304,0.1618,Common
ir64,whole,5.065,2.104,2.407,8.37,0.7569,0.9236,0.5863,1.0955,1.377,1.1309,0.1268,Grade A
ir64,whole,5.165,1.884,2.742,7.641,0.6294,0.907,0.6366,1.0208,1.307,1.2648,0.1541,Grade B
ir64,whole,5.911,2.013,2.937,9.344,0.7023,0.9582,0.6607,1.0865,1.1494,1.2195,0.1161,Grade A
ir64,broken,5.562,1.76,3.16,7.688,0.7165,0.9683,0.6846,1.0423,1.4018,1.0964,0.2135,Grade B
ir64,whole,4.843,1.989,2.434,7.567,0.7228,0.9157,0.5909,1.0762,1.2243,1.2578,0.1509,Grade B
ir64,whole,5.426,2.139,2.537,9.114,0.5377,0.8593,0.6074,1.1758,1.2062,1.0809,0.2061,Grade A
ir64,whole,5.628,1.522,3.697,6.728,0.6733,0.9424,0.7302,1.1313,1.3723,1.1668,0.1714,Grade A
ir64,damaged,5.081,1.751,2.901,6.989,0.801,0.8443,0.6565,1.1264,1.2787,1.1838,0.1909,Common
ir64,whole,5.615,1.974,2.844,8.706,0.93,0.8479,0.6496,1.1873,1.3525,1.1612,0.1989,Grade A
ir64,whole,5.117,2.07,2.472,8.319,0.5887,0.9417,0.5971,1.0988,1.2617,1.2133,0.1419,Grade A
ir64,whole,5.165,2.476,2.086,10.044,0.6513,0.8091,0.5228,1.0595,1.1986,1.2396,0.1596,Grade B
ir64,damaged,5.488,1.937,2.833,8.349,0.6919,0.9618,0.6483,1.1302,1.34,1.22,0.1765,Rejected
ir64,whole,6.076,1.887,3.22,9.004,0.6144,0.8607,0.6904,1.121,1.1517,1.2177,0.1467,Grade B
ir64,whole,5.519,2.191,2.519,9.496,0.8383,0.886,0.6046,1.1209,1.3236,1.2124,0.1421,Grade B
ir64,broken,5.432,2.076,2.616,8.857,0.7457,0.9876,0.6192,1.1819,1.2772,1.268,0.1286,Common
ir64,whole,6.086,2.018,3.016,9.646,0.6668,0.8436,0.6695,1.1286,1.2108,1.1424,0.1143,Grade A
ir64,whole,5.709,1.898,3.008,8.511,0.8069,0.9096,0.6687,1.0627,1.3181,1.3078,0.1601,Grade A
ir64,whole,5.512,2.04,2.702,8.832,0.6612,0.8367,0.6313,1.059,1.4164,1.276,0.1234,Grade B
ir64,whole,6.162,2.042,3.018,9.881,0.795,0.8342,0.6697,1.1507,1.2994,1.2411,0.1774,Grade A
ir64,chalky,5.912,1.99,2.971,9.239,0.6127,0.874,0.6646,1.0214,1.2592,1.2562,0.1553,Common
ir64,whole,5.267,2.016,2.612,8.34,0.682,0.959,0.6187,1.0154,1.232,1.0917,0.1422,Grade B
ir64,damaged,5.396,2.148,2.512,9.104,0.8069,0.9156,0.6035,1.1511,1.2138,1.2727,0.2145,Common
ir64,whole,5.808,1.646,3.53,7.507,0.6442,0.9506,0.7175,1.0847,1.4018,1.2253,0.1288,Grade A
ir64,discolored,5.527,1.906,2.9,8.272,0.8175,1.0,0.6564,1.0241,1.1461,1.1753,0.1044,Rejected
ir64,whole,5.618,2.127,2.641,9.387,0.8494,0.9301,0.6228,1.0984,1.1417,1.1916,0.1521,Grade A
ir64,whole,5.856,1.88,3.115,8.644,0.6565,0.8461,0.68,0.9725,1.2113,1.0958,0.1601,Common
ir64,whole,5.393,1.908,2.826,8.083,0.6016,0.7584,0.6473,1.2005,1.22,1.1653,0.1064,Common
ir64,chalky,5.269,1.933,2.726,8.001,0.8678,0.9164,0.6344,1.0991,1.2247,1.0763,0.1452,Rejected
ir64,broken,4.701,1.809,2.599,6.678,0.6419,0.9198,0.6167,1.1013,1.2903,1.2145,0.1229,Rejected
ir64,whole,5.472,2.272,2.408,9.765,0.8556,0.9666,0.5865,0.9289,1.4263,1.2377,0.2102,Grade B
ir64,whole,5.951,2.229,2.67,10.42,0.8994,0.9308,0.6268,1.0157,1.2754,1.2134,0.1522,Grade A
ir64,damaged,5.304,2.137,2.481,8.903,0.858,0.9658,0.5986,1.1734,1.2935,1.0855,0.1363,Rejected
ir64,discolored,5.496,1.916,2.869,8.269,0.7055,0.9421,0.6527,1.1612,1.2778,1.0758,0.1355,Rejected
ir64,whole,5.617,2.208,2.544,9.741,0.6432,0.9456,0.6085,1.1274,1.3035,1.2458,0.1302,Grade A
ir64,discolored,5.344,2.086,2.561,8.757,0.6287,0.9313,0.6111,1.104,1.3172,1.1624,0.1398,Rejected
ir64,chalky,5.598,2.29,2.445,10.069,0.6009,0.9168,0.5926,1.0156,1.3298,1.1231,0.1417,Common
ir64,whole,5.379,1.899,2.833,8.022,0.8436,0.9342,0.6482,1.0763,1.2799,1.2887,0.1429,Grade A
ir64,broken,5.38,1.899,2.833,8.024,0.572,0.8638,0.6483,1.0602,1.3473,1.1671,0.1438,Common
ir64,whole,5.487,1.893,2.899,8.157,0.6136,0.9546,0.6562,1.0977,1.2691,1.1412,0.1269,Grade B
ir64,whole,5.998,1.909,3.142,8.994,0.685,0.8532,0.6827,1.1093,1.2737,1.187,0.1942,Grade B
ir64,chalky,5.315,2.101,2.53,8.772,0.8299,0.9341,0.6063,1.1513,1.3488,1.2751,0.0915,Rejected
ir64,whole,5.065,1.849,2.738,7.356,0.6149,0.8836,0.6362,1.0811,1.3194,1.2419,0.1824,Grade A
ir64,whole,6.126,2.11,2.904,10.152,0.7083,0.9437,0.6568,1.1082,1.342,1.1698,0.1581,Grade A
ir64,broken,5.329,1.936,2.752,8.105,0.6073,0.8933,0.638,1.0191,1.3439,1.185,0.0988,Grade B
ir64,whole,5.383,1.882,2.861,7.954,0.6925,0.9372,0.6517,1.0238,1.344,1.142,0.1495,Grade A
ir64,whole,5.191,1.951,2.66,7.955,0.8625,0.8519,0.6254,1.2115,1.2792,1.1921,0.1174,Grade A
ir64,foreign,5.182,1.964,2.638,7.995,0.6593,1.0,0.6223,1.04,1.3082,1.2049,0.1179,Common
ir64,broken,5.875,1.932,3.04,8.916,0.4508,0.953,0.6722,1.043,1.2162,1.2313,0.1396,Common
ir64,whole,5.342,2.135,2.502,8.957,0.6245,1.0,0.602,1.0684,1.3821,1.2406,0.1595,Grade A
ir64,whole,4.739,2.038,2.325,7.585,0.735,0.9267,0.5717,0.9316,1.1987,1.1451,0.1587,Common
ir64,whole,5.854,1.826,3.207,8.393,0.761,0.9437,0.6891,1.1327,1.2854,1.2998,0.1648,Grade A
ir64,chalky,5.901,1.9,3.106,8.806,0.8089,0.9391,0.6791,0.9695,1.324,1.1656,0.1661,Common
ir64,whole,5.978,2.033,2.94,9.545,0.8665,0.9111,0.661,1.1475,1.3644,1.1842,0.1734,Grade A
ir64,whole,5.362,1.928,2.781,8.12,0.5688,0.9321,0.6417,1.1295,1.3943,1.2375,0.1415,Common
ir64,whole,5.129,2.074,2.473,8.353,0.8111,0.9578,0.5973,1.1751,1.283,1.162,0.1279,Grade A
ir64,whole,5.683,1.978,2.873,8.828,0.6866,0.8812,0.6531,1.1665,1.3061,1.1795,0.1276,Grade A
ir64,broken,5.822,1.724,3.377,7.883,0.7763,0.9661,0.7048,1.1175,1.4278,1.203,0.1075,Rejected
ir64,whole,5.359,2.098,2.555,8.828,0.5332,0.9695,0.6101,1.0573,1.2212,1.1832,0.163,Grade A
ir64,whole,5.666,1.874,3.024,8.338,0.6494,0.8633,0.6704,1.0965,1.386,1.1897,0.1758,Grade B
ir64,whole,5.525,2.369,2.332,10.281,0.8444,0.8364,0.5731,1.1332,1.3,1.2396,0.1277,Grade A
ir64,damaged,5.371,2.139,2.512,9.022,0.5819,0.8889,0.6034,1.0027,1.3806,1.2663,0.1402,Common
ir64,whole,6.19,2.069,2.991,10.061,0.6302,0.8391,0.6668,1.0431,1.3059,1.1507,0.1558,Grade A
ir64,whole,5.129,2.266,2.264,9.127,0.7889,1.0,0.5602,1.1424,1.2656,1.2694,0.149,Common
ir64,whole,4.421,2.273,1.945,7.892,0.7491,0.9365,0.4886,1.1063,1.3131,1.1542,0.1685,Grade A
ir64,whole,5.825,1.966,2.962,8.995,0.7371,0.8704,0.6636,1.0521,1.3189,1.2307,0.0938,Grade B
ir64,whole,5.523,1.772,3.116,7.688,0.6148,0.9683,0.6801,1.112,1.2694,1.183,0.1647,Common
ir64,whole,6.037,2.165,2.789,10.265,0.7413,0.9227,0.6427,1.1494,1.3251,1.2536,0.177,Grade A
ir64,whole,5.32,2.166,2.456,9.049,0.5424,0.9397,0.5945,1.1318,1.393,1.2008,0.1097,Grade A
ir64,broken,5.385,1.969,2.735,8.327,0.5835,0.9935,0.6357,1.0305,1.4077,1.2611,0.1769,Grade B
ir64,whole,5.089,2.155,2.362,8.613,0.6926,0.8995,0.5784,1.0366,1.1018,1.1277,0.1834,Grade A
ir64,broken,5.862,2.307,2.541,10.622,0.8325,0.8714,0.608,0.9934,1.4888,1.3261,0.1557,Grade B
ir64,damaged,5.557,1.981,2.805,8.645,0.7894,0.9367,0.6448,1.0389,1.274,1.2297,0.1653,Rejected
ir64,chalky,5.455,2.03,2.687,8.699,0.3624,0.8975,0.6292,1.1558,1.2688,1.162,0.1188,Common
ir64,damaged,6.001,2.093,2.867,9.866,0.7825,0.8337,0.6524,1.1004,1.2776,1.1732,0.1315,Common
ir64,whole,4.835,2.302,2.1,8.742,0.7484,0.9179,0.5261,1.1644,1.1839,1.1501,0.1464,Grade B
